scooter_id,scooter_make,scooter_model,purchased_date,comissioned_date,last_serviced_date,last_serviced_engineer_id
6194ed57-233d-488e-9ac6-46d8e8043d3b,Lemon,Drop 1000,2021-11-02,2021-11-08,2023-10-13,5018
e756a9c5-f194-4e1c-9d86-9467b4c710b7,Motoflyer,Aerobike 2.1,2021-05-28,2021-06-05,2023-08-04,5029
507ac190-098a-417e-9dc9-c43d670b75e6,Motoflyer,Aerobike 2,2022-01-07,2022-01-25,2023-10-06,5004
63a0d405-59ca-4cce-b960-ce427f641b62,Scoots Magoots,Magooter A1X,2020-02-08,2020-03-31,2023-09-12,5006
e816e8be-b8c8-4c01-81eb-71e9eaae21ad,Scoots Magoots,Magooter 5000,2021-04-28,2021-05-28,2023-09-04,5022
a087d4f9-b1e0-421e-868e-a01408cef0e3,Condor,SL4,2020-07-15,2020-09-06,2023-10-06,5028
1437c63c-ddb2-44d7-8f87-9995669c5b41,Lemon,Pie 2000,2021-02-20,2021-03-26,2023-09-01,5014
703661ae-5a69-49b0-9a1a-69152075b46b,Condor,SL4,2021-11-28,2022-01-09,2023-09-09,5007
a33ba263-d682-4488-a561-707f287a5d9f,Condor,SL2,2020-05-14,2020-07-11,2023-10-20,5021
b16197da-491f-4139-b9c8-01170e71781c,Scoots Magoots,Magooter 5000,2022-01-06,2022-02-24,2023-08-06,5033
1b5d108a-e3bf-4b15-89c0-923bb6a12966,Motoflyer,Aerobike 2.1,2020-08-06,2020-09-09,2023-11-01,5036
5f56a141-2587-4339-90f0-db5bfd19e84b,Lemon,Pie 2000,2020-12-13,2021-02-11,2023-11-20,5015
e950782e-76d4-439c-9c4e-0a4214536514,Lemon,Drop 1000,2020-02-27,2020-03-21,2023-10-23,5007
ddcc3cc7-3380-45cd-a702-4438d07d5395,Lemon,Pie 2000,2021-03-30,2021-04-20,2023-08-31,5013
448e0372-d1ec-4672-94b8-e5ca365cce95,Scoots Magoots,Magooter A1X,2021-01-26,2021-02-28,2023-11-08,5045
223cd308-2c06-450b-ad5b-c5294f2d59d6,Motoflyer,Aerobike 2.1,2021-09-12,2021-09-18,2023-08-25,5022
ea6eb123-7266-4d03-b0ac-ac0fd26e19e5,Scoots Magoots,Magooter A1X,2020-10-03,2020-10-20,2023-09-04,5013
74b80723-5b79-46eb-8f8b-19f3d7f6cac6,Condor,SL4,2021-08-27,2021-10-18,2023-09-28,5037
e29f029a-414d-4f88-8b93-fd1c428e85ce,Condor,SL4,2020-04-03,2020-05-03,2023-08-28,5004
dc2b2a39-19b1-42fc-9eff-c247411d6a30,Lemon,Pie 2000,2020-08-31,2020-09-12,2023-11-16,5033
69d71d15-97e2-4c78-86d7-7d62f24d9e7f,Scoots Magoots,Magooter A1V,2020-05-14,2020-06-20,2023-10-29,5004
f34a48f2-985f-4b23-88fd-85a6a4162907,Condor,SL2,2021-06-16,2021-06-27,2023-08-02,5051
7fa060dd-edd8-4fe7-8468-077553b50310,Motoflyer,Aerobike 2.1,2021-12-30,2022-01-14,2023-08-31,5012
8651702a-50ae-48b5-8f1f-33fffedabca6,Motoflyer,Aerobike 2,2020-04-16,2020-04-26,2023-10-02,5039
11eaf7b9-dc95-4fda-add2-75e8c85183a6,Condor,SL3,2020-02-26,2020-03-09,2023-08-19,5013
08b85549-f54f-407a-ab16-27f49b647ea9,Condor,SL4,2020-08-22,2020-09-15,2023-09-14,5021
7c949659-0e32-4950-85ee-02d2089fb7e0,Motoflyer,Aerobike 2,2020-07-19,2020-08-22,2023-09-12,5050
27e39335-c6b9-4710-979e-a073573749fb,Motoflyer,Aerobike 2.1,2020-01-29,2020-03-18,2023-10-22,5034
8e6241e6-a61e-485b-8162-167c9a9dbf93,Condor,SL4,2020-11-03,2020-12-21,2023-10-25,5047
44eb50bf-38f3-4f06-a0a6-6bc49e768a51,Scoots Magoots,Magooter A1X,2020-07-05,2020-08-22,2023-08-15,5049
0032320c-82a7-4d4a-8d99-9fa86f389845,Scoots Magoots,Magooter A1X,2020-03-10,2020-04-24,2023-08-27,5005
38c0c3f6-075e-48bb-8ccf-efe63815bcb6,Scoots Magoots,Magooter 5000,2021-05-14,2021-07-07,2023-08-18,5044
6cf7041a-4edf-4ce7-9d80-56dded121b4d,Lemon,Drop 1000,2020-10-07,2020-10-12,2023-11-17,5025
ec1a0be0-34f1-483b-b657-cee28b19408e,Condor,SL4,2020-10-28,2020-11-07,2023-08-17,5002
c5739fea-7440-41db-86cf-bbe7d18ff3af,Scoots Magoots,Magooter 5000,2021-04-30,2021-05-08,2023-10-29,5043
b0ad8231-e565-4ebc-9f85-38644a290cb8,Condor,SL4,2021-03-18,2021-04-13,2023-08-13,5023
916cdd00-5363-407c-8d09-6dc505f7fec8,Lemon,Drop 1000,2021-02-23,2021-04-17,2023-10-24,5044
f9a375bc-7fdf-40ec-9d75-cad7b17b7b36,Condor,SL3,2021-11-07,2021-11-27,2023-11-08,5045
81682be1-1ae5-4259-a695-5ad8b8eaeff6,Condor,SL3,2020-02-05,2020-02-27,2023-09-05,5019
6e44136d-9266-40e9-82ed-9e1552257b7d,Condor,SL2,2021-12-18,2022-02-13,2023-09-09,5051
ae2a30c4-6a8b-441d-a0a4-cc6418d961cd,Scoots Magoots,Magooter 5000,2021-09-11,2021-09-17,2023-09-29,5034
d53d4789-c264-4067-aed9-49350f59ff87,Lemon,Pie 2000,2020-01-09,2020-02-11,2023-08-05,5018
d3816675-8938-4bc6-ae43-8e594e55a490,Scoots Magoots,Magooter A1X,2020-09-16,2020-09-23,2023-10-28,5010
47ef574d-4485-44cd-a93f-19e01626dc7b,Scoots Magoots,Magooter A1V,2020-05-30,2020-07-21,2023-09-24,5024
bc80fd0f-ee48-45c2-af64-87292399d4b8,Motoflyer,Aerobike 2.1,2021-12-19,2021-12-27,2023-09-26,5048
53f6bbb5-2e9f-4fe9-962d-288fa69d03a1,Condor,SL2,2021-02-17,2021-03-02,2023-10-25,5035
ea267fb5-3d87-40aa-b755-0d6187d8fd74,Motoflyer,Aerobike 2.1,2020-07-23,2020-09-06,2023-09-21,5037
732438bb-3bd9-48b5-904a-e7c934f7bd49,Lemon,Pie 2000,2020-04-25,2020-06-15,2023-11-17,5018
644a9be8-7dd0-47aa-8597-e2e1d69745a6,Condor,SL3,2020-03-26,2020-05-16,2023-08-31,5003
242c0f38-f7a5-4957-b98a-17abdf6bb84d,Scoots Magoots,Magooter A1X,2021-02-20,2021-03-28,2023-08-22,5034
799f6e84-117a-4111-8bff-f7d6ffa07a75,Lemon,Pie 2000,2021-04-13,2021-05-23,2023-10-22,5044
e99179c4-5251-4532-9eb6-cc45b8465950,Condor,SL2,2020-10-15,2020-11-16,2023-10-10,5007
e937885e-c9a2-469d-8160-532700f2ce10,Motoflyer,Aerobike 2,2020-09-17,2020-09-23,2023-09-18,5051
06c0adec-f6a0-4f5b-9270-53830fb50859,Motoflyer,Aerobike 2.1,2020-01-25,2020-01-31,2023-09-13,5041
34c58609-644b-4344-a7ce-edd5548b6908,Lemon,Pie 2000,2021-05-10,2021-06-12,2023-10-28,5027
f0acc237-3f72-4dd8-b1ee-cea6b6ed143c,Condor,SL3,2021-04-24,2021-05-21,2023-10-27,5033
81a1d224-83cd-4cb2-a8c3-9bcc049e9d9a,Condor,SL3,2021-01-19,2021-02-14,2023-10-03,5042
f11b46af-6c9d-4a96-8f0b-eb14c134ae6c,Condor,SL2,2021-09-30,2021-10-22,2023-09-26,5035
75da7bff-31a8-4b66-ab57-42afd8b0280d,Scoots Magoots,Magooter A1V,2021-07-06,2021-08-13,2023-11-04,5007
4969f688-edc5-4d30-8f97-be11f6d099d0,Lemon,Drop 1000,2021-09-16,2021-11-01,2023-09-02,5016
5ddb01d9-8986-4db0-9429-70c026a315d0,Scoots Magoots,Magooter A1V,2021-08-21,2021-09-16,2023-11-07,5018
8c82a110-0b99-4dc3-be30-56c883fb9532,Condor,SL4,2021-11-28,2021-12-19,2023-11-12,5033
76643cd9-96b5-4321-a894-1aba430dea4e,Scoots Magoots,Magooter A1X,2021-02-02,2021-04-03,2023-11-18,5042
46f779c9-e581-4038-80ab-e931d66781a7,Motoflyer,Aerobike 2.1,2020-02-17,2020-03-25,2023-09-14,5044
dbbc9827-08aa-43ac-bd4b-5efae5d365e2,Condor,SL3,2021-04-21,2021-06-07,2023-10-05,5015
50272b9f-c0cc-4823-9486-7c4ef0e6c24f,Motoflyer,Aerobike 2,2020-06-14,2020-08-04,2023-09-02,5030
08ff0069-0f40-427b-9f24-43919b906fac,Lemon,Pie 2000,2021-03-11,2021-04-19,2023-10-31,5044
2a618dfe-78df-41bb-b51e-8f3cc4fbf5a8,Motoflyer,Aerobike 2,2021-09-07,2021-11-06,2023-08-23,5014
b92813a3-b880-4ba2-807e-9ba67789265f,Condor,SL4,2020-07-05,2020-08-19,2023-10-05,5031
5b616dc1-b742-46b0-b21c-19f803bf4e08,Lemon,Pie 2000,2020-05-02,2020-05-11,2023-10-31,5034
bf1e9aa9-f0b0-4176-ab25-fc93fbebf7c4,Scoots Magoots,Magooter 5000,2021-02-04,2021-03-21,2023-10-09,5049
90b23b2f-a3d3-4ac2-aa90-17abfe02ad70,Condor,SL2,2021-04-12,2021-04-17,2023-08-04,5014
a843fa3c-8cde-4606-be34-79af976dd359,Motoflyer,Aerobike 2,2020-06-21,2020-08-14,2023-08-15,5040
ab28e031-22a4-46fd-901f-50e9de514ba6,Condor,SL2,2021-03-16,2021-05-04,2023-09-10,5029
b6cfd3cb-f59d-4f58-9990-a903ab3808ce,Lemon,Pie 2000,2020-12-19,2021-01-11,2023-09-18,5019
4df69f27-196a-47c6-a444-7c60c8ffc579,Condor,SL4,2020-03-11,2020-04-01,2023-08-11,5035
a58d8e25-c1ea-4b3c-be7a-50a4f133a9b6,Condor,SL3,2021-01-29,2021-02-13,2023-08-08,5007
8bf01ba0-5aeb-4297-974a-ed8df111eee9,Scoots Magoots,Magooter A1X,2020-10-29,2020-12-17,2023-09-27,5047
297f5641-cdcb-4360-a2c6-30ac397ce8c1,Scoots Magoots,Magooter A1V,2021-11-13,2021-12-26,2023-10-27,5024
2824f203-b6e9-43d3-831f-eff32378e52c,Scoots Magoots,Magooter 5000,2021-03-26,2021-05-10,2023-11-07,5049
074b6be7-750f-4cb8-ab28-2ef39daf9e0e,Motoflyer,Aerobike 2.1,2021-12-19,2022-01-19,2023-08-07,5009
79945d12-8430-43ef-bb88-0a68d2aee43b,Scoots Magoots,Magooter 5000,2021-07-02,2021-08-29,2023-10-22,5009
bdc6fd5f-5a68-4310-826d-0e98677feb25,Condor,SL4,2021-02-22,2021-04-09,2023-09-16,5032
2f5a64de-11ad-467a-b8c4-6a81a8894ff8,Motoflyer,Aerobike 2.1,2020-10-31,2020-12-20,2023-08-12,5033
c02f19cb-b709-4c0d-ad14-f01215b5233d,Motoflyer,Aerobike 2,2021-12-07,2022-01-23,2023-08-14,5007
49448d88-a011-4100-b3f3-726fd26d7bcb,Condor,SL3,2021-01-18,2021-02-20,2023-08-06,5041
8f93b84c-f241-4831-af18-b1fe75f7c235,Motoflyer,Aerobike 2.1,2021-08-02,2021-09-09,2023-09-06,5003
08097431-9a52-4eb9-b22b-798f5f2c0e1b,Condor,SL2,2021-01-13,2021-02-07,2023-11-23,5018
a4848ea8-0d17-41fd-921a-4a78b314f3d8,Scoots Magoots,Magooter A1X,2020-10-13,2020-11-13,2023-09-26,5046
49987de8-4965-4ef6-a004-c988831e0c2e,Scoots Magoots,Magooter A1X,2020-02-25,2020-03-16,2023-08-26,5010
b4d0eac1-c53d-43c0-ad9b-b53055a3e5cf,Motoflyer,Aerobike 2,2021-05-23,2021-07-14,2023-11-04,5005
f97ac0e3-d8eb-4935-8c27-3a02d5bb3a20,Scoots Magoots,Magooter 5000,2020-04-20,2020-05-14,2023-10-08,5046
474bfde2-19a6-42e2-b7af-59214080ecf0,Condor,SL4,2021-08-26,2021-09-12,2023-11-02,5014
c34d4bc5-351a-4331-815f-adfecee2ea61,Condor,SL2,2021-03-02,2021-03-21,2023-11-06,5026
551a1298-fa78-40f5-bd0a-11f39e307c5b,Condor,SL4,2020-08-11,2020-08-16,2023-11-16,5002
6598ea19-f37a-40e7-a818-7bd025f87cc9,Lemon,Drop 1000,2020-10-10,2020-11-29,2023-08-11,5045
c3ecf85e-ad8d-477a-8cef-6a8ff2de481b,Condor,SL3,2021-05-15,2021-07-13,2023-08-04,5048
0041f8be-d7ca-455a-8810-14035ab35951,Motoflyer,Aerobike 2,2021-04-17,2021-05-22,2023-11-09,5040
b2bef7f9-2dd3-4997-a4df-65a1127e3745,Motoflyer,Aerobike 2.1,2021-06-05,2021-06-27,2023-11-12,5003
26be6e8a-5406-4a6b-93d5-18ddad1db0d6,Lemon,Pie 2000,2021-08-14,2021-08-24,2023-08-22,5043
9026d1ce-b099-46d3-bdb1-58b4b8b5cd7f,Condor,SL4,2020-12-16,2021-01-02,2023-10-24,5016
f4346650-91c0-477b-95a3-00de89144829,Lemon,Drop 1000,2020-06-05,2020-08-03,2023-09-03,5030
75d1abc5-c2a8-41a4-8f55-b96bcd28f707,Scoots Magoots,Magooter A1X,2020-01-14,2020-03-12,2023-11-12,5019
f849891d-2b8d-4731-b632-082ebee54a7e,Scoots Magoots,Magooter 5000,2020-03-06,2020-04-03,2023-08-17,5014
48c0a3d1-9111-4ce6-9a87-364c5fd59d03,Condor,SL3,2021-05-18,2021-06-18,2023-09-24,5035
3f1b09cc-1e9c-44e8-9bdd-069c3df75cfa,Condor,SL3,2021-12-27,2022-01-30,2023-10-01,5008
fa38cfff-0cf1-4bfc-97b3-2d2eeafd242d,Scoots Magoots,Magooter 5000,2021-03-15,2021-05-14,2023-08-05,5026
2f196607-9717-4fc5-85f8-ded5a6a38624,Condor,SL3,2020-01-21,2020-03-11,2023-09-28,5037
68a1a77b-5af1-4887-b264-7cb60b5d4009,Lemon,Pie 2000,2021-06-29,2021-08-18,2023-08-28,5019
b1bad719-961c-4735-9128-2420b3e44a94,Motoflyer,Aerobike 2,2020-07-23,2020-08-23,2023-10-07,5022
46505f78-0024-4768-8ff8-23002abdc920,Scoots Magoots,Magooter A1X,2021-03-20,2021-05-05,2023-11-01,5010
7d2f96ba-c31e-44f2-bac8-2bef4a675cc2,Condor,SL4,2021-05-07,2021-06-29,2023-08-15,5031
07a940c7-f072-45bd-a8ac-35d61df25689,Lemon,Pie 2000,2020-11-23,2020-12-26,2023-11-07,5017
7bac53e5-f1cb-4462-9af8-ff86371f615a,Condor,SL3,2020-10-07,2020-10-21,2023-09-06,5001
34fbf8d3-5321-4f78-a244-d19a140708bc,Lemon,Pie 2000,2021-09-06,2021-10-22,2023-09-27,5047
9a541d97-ec42-4a3a-9733-f61cbc3b329b,Motoflyer,Aerobike 2.1,2021-11-03,2021-12-17,2023-08-16,5015
2051686d-d609-41ee-84a9-5ecd34fb7529,Lemon,Drop 1000,2021-06-09,2021-07-30,2023-11-18,5033
1ef9e820-e7e1-42b2-8939-134c504f6f15,Condor,SL3,2020-01-30,2020-02-05,2023-08-25,5029
2c6fa87e-e3e9-4c69-af60-9dc2937c2162,Scoots Magoots,Magooter 5000,2021-07-10,2021-08-14,2023-08-16,5030
44db41a9-68d4-4a32-9142-16e7cd68b315,Scoots Magoots,Magooter A1X,2021-12-24,2022-01-27,2023-09-15,5033
a374c71c-2024-40f9-856a-1aba2098fccd,Condor,SL4,2020-07-31,2020-08-30,2023-11-10,5030
33f5de25-1fb4-4c70-bda2-23b243db2136,Scoots Magoots,Magooter 5000,2021-02-01,2021-02-23,2023-11-01,5033
5c3e54a3-12fe-4686-8249-c5ce930d507d,Motoflyer,Aerobike 2,2021-09-02,2021-09-15,2023-08-05,5010
6aaf8582-592e-45b3-8363-c2e1c612d718,Condor,SL3,2020-05-21,2020-07-09,2023-10-05,5037
f4c53164-6481-4a9b-b8e3-79d0ebb9afbc,Scoots Magoots,Magooter 5000,2021-01-15,2021-02-15,2023-11-16,5023
e69443dc-bdfa-4c09-9bdf-6eba4160a453,Condor,SL4,2021-02-01,2021-02-10,2023-11-17,5006
e32e866b-e44b-4904-8115-27fdb082bc7f,Scoots Magoots,Magooter A1X,2020-06-28,2020-07-24,2023-08-21,5046
1bfb266e-9553-4792-82b7-27cb7f7c484b,Condor,SL3,2020-10-09,2020-12-05,2023-08-02,5023
0d41f7b8-e564-4026-a7c1-b1467ea003b7,Lemon,Pie 2000,2022-01-11,2022-01-21,2023-11-05,5006
80aa5543-1ad0-4bc9-843e-3be9f128a68a,Motoflyer,Aerobike 2.1,2020-10-07,2020-10-16,2023-08-05,5004
99202f3e-f550-4026-90b8-3a70868d039d,Scoots Magoots,Magooter A1V,2021-01-24,2021-03-07,2023-08-15,5050
14438ef7-42c4-4749-83b6-d7861e134aa8,Condor,SL4,2022-01-18,2022-03-11,2023-08-29,5038
01cb7863-4064-47e2-b364-d3523765c5e7,Scoots Magoots,Magooter A1V,2020-10-04,2020-10-20,2023-08-10,5025
881364e7-1f99-49de-a6f8-d25097f5b5ed,Scoots Magoots,Magooter A1X,2021-04-28,2021-05-21,2023-08-16,5047
10585e26-18a0-4646-83d6-39bc3db2d2d2,Motoflyer,Aerobike 2.1,2020-04-19,2020-05-27,2023-10-18,5043
d1e00196-08b8-4fbd-b037-2333162a06f2,Scoots Magoots,Magooter A1V,2020-04-01,2020-05-10,2023-10-01,5014
8a7283a5-6494-4d98-acd5-ba13df499835,Scoots Magoots,Magooter A1X,2021-07-23,2021-09-06,2023-10-31,5012
ace58180-e061-46e2-a8bf-762da8f84de0,Lemon,Drop 1000,2020-01-20,2020-03-03,2023-10-25,5003
da3ffaef-2456-4277-a028-3967470bf137,Scoots Magoots,Magooter 5000,2020-10-12,2020-11-18,2023-08-07,5049
490f1b82-f4d7-4bac-857c-25222e52a7b6,Condor,SL3,2020-05-28,2020-07-20,2023-11-20,5009
94e87d45-02c4-43c8-be36-fd4706b766c5,Motoflyer,Aerobike 2.1,2021-12-28,2022-02-19,2023-10-23,5011
07be71e2-e169-481a-bd2e-087f8403445e,Condor,SL2,2020-04-14,2020-05-02,2023-11-01,5003
f6e9e383-68c6-46a6-8f74-02c3c3894fc7,Motoflyer,Aerobike 2,2021-05-02,2021-05-30,2023-09-05,5008
a0a9939d-9990-47e0-9767-cd34f0394613,Condor,SL3,2020-12-25,2021-01-15,2023-10-24,5038
52d0977d-f3a2-4f61-abec-d8e07e0d8a2d,Condor,SL4,2020-01-01,2020-01-27,2023-10-12,5011
6ce53d80-7204-44f1-bb38-c2ad29c5dda7,Motoflyer,Aerobike 2,2021-10-18,2021-11-09,2023-09-11,5032
e26d7f8e-cfa3-43b4-9c0f-ff618e06e783,Scoots Magoots,Magooter A1X,2020-07-05,2020-08-12,2023-10-22,5038
82778204-4605-479d-a967-53cb8c5e485f,Condor,SL2,2020-05-04,2020-06-08,2023-09-04,5004
b6c226f3-5be9-4990-95f5-bbcaa10938c4,Condor,SL2,2020-04-28,2020-05-25,2023-10-11,5041
bc2d0ba0-ecca-4c9d-802a-2ff26125a063,Lemon,Pie 2000,2021-06-03,2021-07-22,2023-11-01,5034
9813ddc9-d45e-4c51-87d2-6df8b88322ce,Condor,SL4,2020-06-19,2020-08-14,2023-10-19,5044
8f5b502b-c770-4a2f-9332-c64df2a233e4,Condor,SL4,2020-03-12,2020-04-08,2023-09-29,5031
13e51f25-0300-48a9-802f-b0a618ffc038,Condor,SL4,2020-02-15,2020-03-14,2023-08-10,5035
f55c4342-4659-4b23-91d3-17e27019ac33,Scoots Magoots,Magooter A1V,2020-06-25,2020-08-09,2023-10-31,5019
138357e7-4948-4041-ae02-f246b5bc837d,Motoflyer,Aerobike 2,2022-01-19,2022-02-05,2023-11-17,5036
47e85543-7275-4d99-bda3-f04cee5918b4,Lemon,Pie 2000,2020-03-13,2020-04-21,2023-10-09,5036
a2c4175e-2a21-467f-bbb3-02d905685176,Condor,SL4,2020-10-07,2020-10-13,2023-10-07,5022
f4012263-ed14-406c-bb70-e6989a8a0200,Condor,SL3,2021-02-17,2021-04-03,2023-11-20,5029
